date,action,tqqq_price,qqq_price,shares,abs_score,ref_score,final_score,pnl,qqq_change_pct,tqqq_change_pct,holding_days
2019-03-15 00:00:00-04:00,BUY,6.5999860763549805,170.47447204589844,14393,74.0,59.166666666666664,68.06666666666666,,,,
2019-04-05 00:00:00-04:00,SELL_PROFIT,7.3267717361450195,176.82704162597656,14393,78.0,59.166666666666664,70.46666666666667,10460.626001358032,0.03726405193598584,0.11011927167449813,15.0
2019-04-08 00:00:00-04:00,BUY,7.384057998657227,177.27711486816406,14211,78.0,59.166666666666664,70.46666666666667,,,,
2019-05-13 00:00:00-04:00,SELL_QQQ_STOP,6.542655944824219,171.0050048828125,14211,34.0,64.16666666666667,46.06666666666667,-11957.164587020874,-0.03538025757027889,-0.11394846221224356,24.0
2019-06-17 00:00:00-04:00,BUY,7.0033392906188965,175.9460906982422,13361,74.0,59.166666666666664,68.06666666666666,,,,
2019-07-02 00:00:00-04:00,SELL_PROFIT,7.7588114738464355,182.35243225097656,13361,78.0,54.166666666666664,68.46666666666667,10093.86384010315,0.036410820651432516,0.10787313763871302,11.0
2019-07-03 00:00:00-04:00,BUY,7.930670738220215,183.7247772216797,13008,78.0,54.166666666666664,68.46666666666667,,,,
2019-08-02 00:00:00-04:00,SELL_QQQ_STOP,7.366156578063965,179.79962158203125,13008,62.0,59.166666666666664,60.86666666666666,-7343.2001953125,-0.02136432384899507,-0.07118113697946021,21.0
2019-09-05 00:00:00-04:00,BUY,7.707491397857666,184.0510711669922,12480,74.0,59.166666666666664,68.06666666666666,,,,
2019-09-24 00:00:00-04:00,SELL_REEVALUATE,7.276646137237549,180.75836181640625,12480,38.0,59.166666666666664,46.46666666666667,-5376.9488525390625,-0.017890193899487903,-0.05589954479091247,13.0
2019-09-25 00:00:00-04:00,BUY,7.509373664855957,182.78749084472656,12129,74.0,59.166666666666664,68.06666666666666,,,,
2019-10-02 00:00:00-04:00,SELL_QQQ_STOP,6.809995651245117,176.98880004882812,12129,26.0,64.16666666666667,41.26666666666667,-8482.755927085876,-0.03172367413711194,-0.09313400089330288,5.0
2019-10-11 00:00:00-04:00,BUY,7.571434497833252,183.7779541015625,10965,62.0,59.166666666666664,60.86666666666666,,,,
2019-10-28 00:00:00-04:00,SELL_PROFIT,8.341229438781738,189.9901123046875,10965,78.0,54.166666666666664,68.46666666666667,8440.801527500153,0.03380252127353606,0.10167095035541569,11.0
2019-10-29 00:00:00-04:00,BUY,8.149079322814941,188.51876831054688,11172,78.0,54.166666666666664,68.46666666666667,,,,
2019-11-15 00:00:00-05:00,SELL_PROFIT,8.976160049438477,195.125244140625,11172,74.0,54.166666666666664,66.06666666666666,9240.145877838135,0.035044127909828485,0.10149376314302905,13.0
2019-11-18 00:00:00-05:00,BUY,9.022706985473633,195.2791290283203,11063,78.0,54.166666666666664,68.46666666666667,,,,
2019-12-19 00:00:00-05:00,SELL_PROFIT,10.040742874145508,202.77023315429688,11063,74.0,59.166666666666664,68.06666666666666,11262.531036376953,0.03836100746275946,0.11283042775420848,22.0
2019-12-20 00:00:00-05:00,BUY,10.1600923538208,203.58763122558594,10877,74.0,54.166666666666664,66.06666666666666,,,,
2020-01-09 00:00:00-05:00,SELL_PROFIT,11.262164115905762,211.0448760986328,10877,78.0,54.166666666666664,68.46666666666667,11987.23455619812,0.036629164690186164,0.10847064413450103,12.0
2020-01-10 00:00:00-05:00,BUY,11.170233726501465,210.5052032470703,10913,78.0,54.166666666666664,68.46666666666667,,,,
2020-02-04 00:00:00-05:00,SELL_PROFIT,12.49189567565918,219.21722412109375,10913,78.0,59.166666666666664,70.46666666666667,14423.296851158142,0.04138624955411731,0.1183199905676156,16.0
2020-02-05 00:00:00-05:00,BUY,12.636357307434082,219.93997192382812,10731,78.0,59.166666666666664,70.46666666666667,,,,
2020-02-19 00:00:00-05:00,SELL_PROFIT,14.095314025878906,228.38214111328125,10731,78.0,54.166666666666664,68.46666666666667,15656.064545631409,0.038383969569555566,0.11545706432236662,9.0
2020-02-20 00:00:00-05:00,BUY,13.694159507751465,226.26197814941406,10988,74.0,54.166666666666664,66.06666666666666,,,,
2020-02-24 00:00:00-05:00,SELL_QQQ_STOP,11.423340797424316,213.3577880859375,10988,66.0,59.166666666666664,63.266666666666666,-24951.755989074707,-0.05703207480558297,-0.1658238834622724,2.0
2020-04-14 00:00:00-04:00,BUY,7.630286693572998,204.60867309570312,16615,78.0,50.833333333333336,67.13333333333333,,,,
2020-04-21 00:00:00-04:00,SELL_QQQ_STOP,6.856631755828857,197.87722778320312,16615,78.0,55.833333333333336,69.13333333333333,-12854.276790618896,-0.03289912011379621,-0.10139264339776267,5.0
2020-04-22 00:00:00-04:00,BUY,7.463139057159424,203.74913024902344,15351,78.0,50.833333333333336,67.13333333333333,,,,
2020-04-29 00:00:00-04:00,SELL_PROFIT,8.27500057220459,211.50428771972656,15351,78.0,55.833333333333336,69.13333333333333,12462.886117458344,0.03806228503270038,0.10878284711395582,5.0
2020-04-30 00:00:00-04:00,BUY,8.32991886138916,211.41734313964844,15175,78.0,55.833333333333336,69.13333333333333,,,,
2020-05-01 00:00:00-04:00,SELL_QQQ_STOP,7.582531452178955,205.45852661132812,15175,78.0,55.833333333333336,69.13333333333333,-11341.603934764862,-0.028185088507068735,-0.08972325200843134,1.0
2020-05-04 00:00:00-04:00,BUY,7.8499650955200195,207.85365295410156,14730,78.0,55.833333333333336,69.13333333333333,,,,
