date,action,tqqq_price,qqq_price,shares,commission,slippage,abs_score,ref_score,final_score,gross_pnl,net_pnl,qqq_change_from_entry,qqq_change_from_high,tqqq_change,holding_days,highest_qqq,stop_reason
2019-03-15 00:00:00-04:00,BUY,6.599987983703613,170.47450256347656,14393,94.9936270494461,94.9936270494461,74.0,57.0,67.2,,,,,,,,
2019-04-05 00:00:00-04:00,SELL_PROFIT,7.326772212982178,176.8270721435547,14393,105.45423246145249,105.45423246145249,78.0,57.0,69.6,10460.605412006378,10249.696947083474,0.03726404526514299,0.0,0.1101190231062703,1.0,176.8270721435547,TQQQ盈利11.0%
2019-04-08 00:00:00-04:00,BUY,7.384059429168701,177.2771453857422,14184,104.73549894332886,104.73549894332886,78.0,57.0,69.6,,,,,,,,
2019-05-09 00:00:00-04:00,SELL_TRAILING_STOP,7.276645183563232,176.93240356445312,14184,103.21193528366089,103.21193528366089,62.0,57.0,60.0,-1523.5636596679688,-1729.9875302352905,-0.0019446489875439349,-0.033174725557575106,-0.014546774255521054,1.0,183.0034942626953,從高位回落3.3%
2019-06-17 00:00:00-04:00,BUY,7.0033392906188965,175.9460906982422,14720,103.08915435791016,103.08915435791016,74.0,57.0,67.2,,,,,,,,
2019-07-02 00:00:00-04:00,SELL_PROFIT,7.758810520172119,182.35238647460938,14720,114.20969085693359,114.20969085693359,78.0,51.0,67.2,11120.536499023438,10892.11711730957,0.036410560478745496,0.0,0.10787300146448572,4.0,182.35238647460938,TQQQ盈利10.8%
2019-07-03 00:00:00-04:00,BUY,7.930671691894531,183.72476196289062,14304,113.44032788085937,113.44032788085937,78.0,51.0,67.2,,,,,,,,
2019-08-02 00:00:00-04:00,SELL_TRAILING_STOP,7.366155624389648,179.7996063232422,14304,105.36549005126953,105.36549005126953,62.0,57.0,60.0,-8074.837829589844,-8285.568809692382,-0.021364325623354212,-0.040657407542345425,-0.07118136892261487,7.0,187.4196014404297,從高位回落4.1%
2019-09-05 00:00:00-04:00,BUY,7.707490921020508,184.05104064941406,13697,105.5695031452179,105.5695031452179,74.0,57.0,67.2,,,,,,,,
2019-09-27 00:00:00-04:00,SELL_TRAILING_STOP,7.164458274841309,179.8544921875,13697,98.13158499050141,98.13158499050141,34.0,57.0,43.2,-7437.918154716492,-7634.181324697494,-0.0228010037167232,-0.03013443485088215,-0.07045517818233112,2.0,185.4427032470703,從高位回落3.0%
