date,action,tqqq_price,qqq_price,shares,commission,slippage,abs_score,ref_score,final_score,gross_pnl,net_pnl,qqq_change_from_entry,qqq_change_from_high,tqqq_change,holding_days,highest_qqq,stop_reason
2019-03-15 00:00:00-04:00,BUY,6.599987506866455,170.4744873046875,14393,94.99362018632888,94.99362018632888,74.0,57.0,67.2,,,,,,,,
2019-03-22 00:00:00-04:00,SELL_TRAILING_STOP,6.653648853302002,170.9857940673828,14393,95.76596794557571,95.76596794557571,74.0,57.0,67.2,772.3477592468262,580.8158233556748,0.0029993154446709587,-0.021964445623694075,0.00813052242594687,5.0,174.82574462890625,從高位174.83回落2.2%
2019-03-25 00:00:00-04:00,BUY,6.61187744140625,170.66024780273438,14451,95.54824090576172,95.54824090576172,74.0,57.0,67.2,,,,,,,,
2019-04-05 00:00:00-04:00,SELL_PROFIT,7.3267717361450195,176.82704162597656,14451,105.87917835903168,105.87917835903168,78.0,57.0,69.6,10330.937453269958,10119.179096551896,0.036134916611455785,0.0,0.10812273837107331,2.0,176.82704162597656,TQQQ盈利10.8%
2019-04-08 00:00:00-04:00,BUY,7.384058952331543,177.277099609375,14242,105.16376759910584,105.16376759910584,78.0,57.0,69.6,,,,,,,,
2019-05-07 00:00:00-04:00,SELL_TRAILING_STOP,7.459247589111328,178.34002685546875,14242,106.23460416412354,106.23460416412354,66.0,57.0,62.400000000000006,1070.8365650177002,858.3673566894531,0.0059958519652898185,-0.02548277936500459,0.01018256182205101,6.0,183.0034637451172,從高位183.00回落2.5%
2019-05-08 00:00:00-04:00,BUY,7.393606662750244,177.88999938964844,14334,105.979957903862,105.979957903862,66.0,57.0,62.400000000000006,,,,,,,,
2019-05-13 00:00:00-04:00,SELL_QQQ_STOP,6.542654991149902,171.0049285888672,14334,93.7824166431427,93.7824166431427,34.0,63.0,45.6,-12197.5412607193,-12385.106094005585,-0.03870409142955957,-0.03870409142955957,-0.11509290531879718,3.0,177.88999938964844,QQQ從入場跌3.9%
2019-06-17 00:00:00-04:00,BUY,7.00333833694458,175.94607543945312,13452,94.20890730857849,94.20890730857849,74.0,57.0,67.2,,,,,,,,
2019-07-02 00:00:00-04:00,SELL_PROFIT,7.758810520172119,182.35240173339844,13452,104.37151911735535,104.37151911735535,78.0,51.0,67.2,10162.611808776855,9953.868770542145,0.03641073708489661,0.0,0.10787315232825619,4.0,182.35240173339844,TQQQ盈利10.8%
2019-07-03 00:00:00-04:00,BUY,7.9306721687316895,183.7247314453125,13072,103.66974658966065,103.66974658966065,78.0,51.0,67.2,,,,,,,,
2019-07-31 00:00:00-04:00,SELL_TRAILING_STOP,7.829226493835449,183.3984832763672,13072,102.34364872741699,102.34364872741699,62.0,57.0,60.0,-1326.0978622436523,-1530.7851596984863,-0.0017757444323298604,-0.021455243019224062,-0.012791560757764105,5.0,187.41961669921875,從高位187.42回落2.1%
2019-09-05 00:00:00-04:00,BUY,7.707490921020508,184.05108642578125,13261,102.20903710365296,102.20903710365296,74.0,57.0,67.2,,,,,,,,
2019-09-24 00:00:00-04:00,SELL_TRAILING_STOP,7.276645183563232,180.7584228515625,13261,96.49559177923203,96.49559177923203,38.0,57.0,45.6,-5713.445324420929,-5906.436507979393,-0.017889943700748104,-0.02525966684080506,-0.0558996101159506,6.0,185.44264221191406,從高位185.44回落2.5%
2019-09-25 00:00:00-04:00,BUY,7.509374141693115,182.7874755859375,12864,96.60058895874023,96.60058895874023,74.0,57.0,67.2,,,,,,,,
2019-10-02 00:00:00-04:00,SELL_QQQ_STOP,6.809996128082275,176.98878479003906,12864,87.60379019165039,87.60379019165039,26.0,63.0,40.800000000000004,-8996.798767089844,-9172.006347473145,-0.03172367678535056,-0.03172367678535056,-0.09313399497939429,5.0,182.7874755859375,QQQ從入場跌3.2%
2019-10-14 00:00:00-04:00,BUY,7.579788684844971,183.75869750976562,11595,87.88764980077744,87.88764980077744,70.0,57.0,64.8,,,,,,,,
2019-10-28 00:00:00-04:00,SELL_PROFIT,8.341229438781738,189.99009704589844,11595,96.71655534267425,96.71655534267425,78.0,51.0,67.2,8828.90554189682,8635.472431211472,0.03391077331619448,0.0,0.10045672585295051,3.0,189.99009704589844,TQQQ盈利10.0%
2019-10-29 00:00:00-04:00,BUY,8.149079322814941,188.518798828125,11792,96.0939433746338,96.0939433746338,78.0,51.0,67.2,,,,,,,,
2019-11-15 00:00:00-05:00,SELL_PROFIT,8.97615909576416,195.12521362304688,11792,105.84686805725097,105.84686805725097,74.0,51.0,64.8,9752.924682617188,9541.230946502685,0.03504379847521216,0.0,0.10149364611455519,6.0,195.12521362304688,TQQQ盈利10.1%
2019-11-18 00:00:00-05:00,BUY,9.022706031799316,195.2790985107422,11655,105.15963880062104,105.15963880062104,78.0,51.0,67.2,,,,,,,,
2019-12-03 00:00:00-05:00,SELL_TRAILING_STOP,8.77804183959961,193.68276977539062,11655,102.30807764053345,102.30807764053345,66.0,57.0,62.400000000000006,-2851.5611600875854,-3056.177315368652,-0.00817460110951787,-0.022471340742506882,-0.027116498236495895,3.0,198.1351318359375,從高位198.14回落2.2%
2019-12-04 00:00:00-05:00,BUY,8.908132553100586,194.66363525390625,11479,102.25645357704163,102.25645357704163,66.0,57.0,62.400000000000006,,,,,,,,
2019-12-16 00:00:00-05:00,SELL_PROFIT,9.804436683654785,201.2412109375,11479,112.54512869167328,112.54512869167328,74.0,57.0,67.2,10288.675114631653,10063.584857248306,0.033789442363050495,0.0,0.10061638903680542,1.0,201.2412109375,TQQQ盈利10.1%
2019-12-17 00:00:00-05:00,BUY,9.817564010620117,201.35658264160156,11389,111.81223651695252,111.81223651695252,74.0,57.0,67.2,,,,,,,,
2020-01-02 00:00:00-05:00,SELL_PROFIT,10.845489501953125,208.3175811767578,11389,123.51927993774414,123.51927993774414,78.0,51.0,67.2,11707.043420791626,11460.004860916139,0.034570503947945246,0.0,0.1047027032592864,3.0,208.3175811767578,TQQQ盈利10.5%
2020-01-03 00:00:00-05:00,BUY,10.550593376159668,206.40939331054688,11630,122.70340096473694,122.70340096473694,78.0,51.0,67.2,,,,,,,,
2020-01-16 00:00:00-05:00,SELL_PROFIT,11.751668930053711,214.21548461914062,11630,136.67190965652466,136.67190965652466,78.0,51.0,67.2,13968.50869178772,13695.16487247467,0.037818488700508586,0.0,0.11383962124898277,2.0,214.21548461914062,TQQQ盈利11.4%
2020-01-17 00:00:00-05:00,BUY,11.927172660827637,215.27560424804688,11378,135.70737053489685,135.70737053489685,78.0,51.0,67.2,,,,,,,,
2020-01-27 00:00:00-05:00,SELL_QQQ_STOP,11.069944381713867,210.18714904785156,11378,125.95382717514039,125.95382717514039,66.0,57.0,62.400000000000006,-9753.54335975647,-10005.451014106751,-0.023636933771335487,-0.028896939805650022,-0.07187187638602406,5.0,216.441650390625,QQQ從入場跌2.4%
2020-01-28 00:00:00-05:00,BUY,11.58452033996582,213.41561889648438,10894,126.20176458358765,126.20176458358765,74.0,57.0,67.2,,,,,,,,
2020-02-06 00:00:00-05:00,SELL_PROFIT,12.944385528564453,221.83853149414062,10894,141.01613594818116,141.01613594818116,78.0,57.0,69.6,14814.371364593506,14532.339092697144,0.039467179774418104,0.0,0.11738640433019819,7.0,221.83853149414062,TQQQ盈利11.7%
2020-02-07 00:00:00-05:00,BUY,12.777238845825195,220.88446044921875,10958,140.0129832725525,140.0129832725525,74.0,57.0,67.2,,,,,,,,
2020-02-19 00:00:00-05:00,SELL_PROFIT,14.095315933227539,228.38221740722656,10958,154.45647199630739,154.45647199630739,78.0,51.0,67.2,14443.488723754883,14134.575779762268,0.033944248240729204,0.0,0.10315820994713651,7.0,228.38221740722656,TQQQ盈利10.3%
2020-02-20 00:00:00-05:00,BUY,13.694160461425781,226.26197814941406,11204,153.42937380981445,153.42937380981445,74.0,51.0,64.8,,,,,,,,
2020-02-24 00:00:00-05:00,SELL_QQQ_STOP,11.42334270477295,213.3578338623047,11204,127.98713166427612,127.98713166427612,66.0,57.0,62.400000000000006,-25442.24214553833,-25698.216408866883,-0.057031872489809184,-0.057031872489809184,-0.16582380227319196,2.0,226.26197814941406,QQQ從入場跌5.7%
2020-04-14 00:00:00-04:00,BUY,7.6302876472473145,204.608642578125,16910,129.0281641149521,129.0281641149521,78.0,51.0,67.2,,,,,,,,
2020-04-21 00:00:00-04:00,SELL_QQQ_STOP,6.856632232666016,197.87725830078125,16910,115.94565105438232,115.94565105438232,78.0,57.0,69.6,-13082.513060569763,-13314.404362678528,-0.03289882671878598,-0.04830670803658242,-0.10139269321785019,5.0,207.92124938964844,QQQ從入場跌3.3%
2020-04-22 00:00:00-04:00,BUY,7.463139057159424,203.74916076660156,15594,116.38019045734406,116.38019045734406,78.0,51.0,67.2,,,,,,,,
2020-04-29 00:00:00-04:00,SELL_PROFIT,8.27499771118164,211.50430297851562,15594,129.0403143081665,129.0403143081665,78.0,57.0,69.6,12660.123850822449,12402.043222206115,0.03806220444165521,0.0,0.10878246376012478,5.0,211.50430297851562,TQQQ盈利10.9%
2020-04-30 00:00:00-04:00,BUY,8.329916954040527,211.4173583984375,15385,128.1557723379135,128.1557723379135,78.0,57.0,69.6,,,,,,,,
2020-05-01 00:00:00-04:00,SELL_QQQ_STOP,7.582530498504639,205.45855712890625,15385,116.65723171949386,116.65723171949386,78.0,57.0,69.6,-11498.540618419647,-11731.855081858635,-0.028185014299068497,-0.028185014299068497,-0.08972315806502246,1.0,211.4173583984375,QQQ從入場跌2.8%
2020-05-04 00:00:00-04:00,BUY,7.849967956542969,207.85366821289062,14906,117.0116223602295,117.0116223602295,78.0,57.0,69.6,,,,,,,,
2020-05-08 00:00:00-04:00,SELL_PROFIT,8.929262161254883,217.1636962890625,14906,133.09958177566529,133.09958177566529,78.0,57.0,69.6,16087.959415435791,15821.76025188446,0.04479126183443746,0.0,0.13749026883763513,4.0,217.1636962890625,TQQQ盈利13.7%
2020-05-11 00:00:00-04:00,BUY,9.151330947875977,219.10487365722656,14429,132.04455424690246,132.04455424690246,78.0,51.0,67.2,,,,,,,,
2020-05-12 00:00:00-04:00,SELL_QQQ_STOP,8.606902122497559,214.5175018310547,14429,124.18899072551727,124.18899072551727,78.0,57.0,69.6,-7855.563521385193,-8103.941502836227,-0.020936877165719646,-0.020936877165719646,-0.059491764474410125,1.0,219.10487365722656,QQQ從入場跌2.1%
2020-05-13 00:00:00-04:00,BUY,8.28096866607666,211.83258056640625,15016,124.34702548980714,124.34702548980714,74.0,57.0,67.2,,,,,,,,
2020-05-18 00:00:00-04:00,SELL_PROFIT,9.206252098083496,219.64572143554688,15016,138.24108150482178,138.24108150482178,78.0,57.0,69.6,13894.056015014648,13617.573852005005,0.03688356554147404,0.0,0.11173613490379439,3.0,219.64572143554688,TQQQ盈利11.2%
2020-05-19 00:00:00-04:00,BUY,9.135807991027832,219.09524536132812,15027,137.28378668117523,137.28378668117523,78.0,57.0,69.6,,,,,,,,
2020-06-02 00:00:00-04:00,SELL_PROFIT,10.203165054321289,227.56507873535156,15027,153.322961271286,153.322961271286,78.0,51.0,67.2,16039.174590110779,15732.528667568207,0.03865822537616064,0.0,0.11683225658219784,2.0,227.56507873535156,TQQQ盈利11.7%
2020-06-03 00:00:00-04:00,BUY,10.341660499572754,228.58880615234375,14720,152.22924255371095,152.22924255371095,78.0,51.0,67.2,,,,,,,,
2020-06-10 00:00:00-04:00,SELL_PROFIT,11.62033748626709,237.79261779785156,14720,171.05136779785155,171.05136779785155,78.0,51.0,67.2,18822.125244140625,18480.02250854492,0.04026361483061381,0.0,0.12364329565326207,5.0,237.79261779785156,TQQQ盈利12.4%
2020-06-11 00:00:00-04:00,BUY,9.909462928771973,226.01011657714844,17133,169.7788283586502,169.7788283586502,78.0,57.0,69.6,,,,,,,,
2020-06-16 00:00:00-04:00,SELL_PROFIT,11.035321235656738,234.53794860839844,17133,189.0681587305069,189.0681587305069,78.0,57.0,69.6,19289.33037185669,18911.194054395677,0.03773208102540414,0.0,0.11361446275921305,3.0,234.53794860839844,TQQQ盈利11.4%
2020-06-17 00:00:00-04:00,BUY,11.14277458190918,235.28160095214844,16849,187.74460893058776,187.74460893058776,78.0,57.0,69.6,,,,,,,,
