date,qqq_price,tqqq_price,absolute_score,reference_score,final_score,signal,capital,positions,position_value,portfolio_value,holding_days,cooldown_days,cummax,drawdown
2019-01-02 00:00:00-05:00,148.0408477783203,4.482312202453613,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-03 00:00:00-05:00,143.20431518554688,4.048040866851807,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-04 00:00:00-05:00,149.33120727539062,4.56582498550415,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-07 00:00:00-05:00,151.10910034179688,4.711379051208496,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-08 00:00:00-05:00,152.47596740722656,4.847388744354248,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-09 00:00:00-05:00,153.71859741210938,4.961920738220215,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-10 00:00:00-05:00,154.1582489013672,5.0096435546875,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-11 00:00:00-05:00,153.59429931640625,4.949990272521973,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-14 00:00:00-05:00,152.2370147705078,4.821141242980957,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-15 00:00:00-05:00,155.2096710205078,5.088385581970215,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-16 00:00:00-05:00,155.18099975585938,5.095544338226318,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-17 00:00:00-05:00,156.40447998046875,5.214849472045898,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-18 00:00:00-05:00,157.95291137695312,5.358016014099121,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-22 00:00:00-05:00,154.7890625,5.062138557434082,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-23 00:00:00-05:00,154.98980712890625,5.066910266876221,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-24 00:00:00-05:00,155.99346923828125,5.156389236450195,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-25 00:00:00-05:00,157.8573455810547,5.340119361877441,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-28 00:00:00-05:00,155.90745544433594,5.143265247344971,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-29 00:00:00-05:00,154.4354248046875,4.997713088989258,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-30 00:00:00-05:00,158.3639678955078,5.37233304977417,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-31 00:00:00-05:00,160.7344512939453,5.608556747436523,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-01 00:00:00-05:00,160.0557861328125,5.536974906921387,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-04 00:00:00-05:00,162.04391479492188,5.7397942543029785,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-05 00:00:00-05:00,163.47767639160156,5.891313076019287,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-06 00:00:00-05:00,162.9901885986328,5.844782829284668,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-07 00:00:00-05:00,160.8013458251953,5.60617208480835,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-08 00:00:00-05:00,161.11676025390625,5.634805202484131,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-11 00:00:00-05:00,160.96380615234375,5.621681213378906,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-12 00:00:00-05:00,163.34390258789062,5.86506462097168,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-13 00:00:00-05:00,163.45860290527344,5.876995086669922,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-14 00:00:00-05:00,163.6593017578125,5.8984694480896,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-15 00:00:00-05:00,164.34751892089844,5.968861103057861,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-19 00:00:00-05:00,164.6724853515625,6.004653453826904,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-20 00:00:00-05:00,164.64381408691406,5.999880313873291,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-21 00:00:00-05:00,164.0416717529297,5.931875228881836,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-22 00:00:00-05:00,165.25558471679688,6.060725688934326,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-25 00:00:00-05:00,165.85777282714844,6.127537727355957,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-26 00:00:00-05:00,166.02980041503906,6.14662504196167,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-27 00:00:00-05:00,165.9246368408203,6.127537727355957,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-28 00:00:00-05:00,165.5423126220703,6.089359760284424,50.0,50.0,50.0,HOLD,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
