,date,action,price,shares,signal_score,pnl,pnl_pct
0,2019-10-17 00:00:00-04:00,BUY,7.862643718719482,1000,86.42669468083272,,
1,2020-03-09 00:00:00-04:00,SELL,7.310318946838379,1000,26.594300594659384,-552.3247718811035,-0.07024669966491318
2,2020-04-14 00:00:00-04:00,BUY,7.630286693572998,1000,77.66544610502194,,
3,2022-01-20 00:00:00-05:00,SELL,29.551694869995117,1000,24.92106756969192,21921.40817642212,2.8729468572768773
4,2022-03-29 00:00:00-04:00,BUY,29.881210327148438,1000,86.53524290310145,,
5,2022-04-25 00:00:00-04:00,SELL,20.559146881103516,1000,21.806275882121756,-9322.063446044922,-0.311970744959263
6,2023-01-26 00:00:00-05:00,BUY,10.887378692626953,1000,85.59538452751005,,
