date,qqq_price,tqqq_price,sqqq_price,vix,final_score,signal,capital,position,position_value,portfolio_value,holding_days,cooldown_days,cummax,drawdown
2019-01-02 00:00:00-05:00,148.0408477783203,4.482313632965088,32505.646484375,23.219999313354492,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-03 00:00:00-05:00,143.2042694091797,4.048040866851807,35716.81640625,25.450000762939453,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-04 00:00:00-05:00,149.3312225341797,4.565826892852783,31028.119140625,21.3799991607666,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-07 00:00:00-05:00,151.10914611816406,4.711379528045654,30043.099609375,21.399999618530273,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-08 00:00:00-05:00,152.47596740722656,4.847387313842773,29195.984375,20.469999313354492,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-09 00:00:00-05:00,153.71856689453125,4.961920738220215,28545.8671875,19.979999542236328,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-10 00:00:00-05:00,154.15829467773438,5.009644031524658,28250.373046875,19.5,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-11 00:00:00-05:00,153.5942840576172,4.949990749359131,28565.57421875,18.190000534057617,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-14 00:00:00-05:00,152.2369842529297,4.821140289306641,29373.287109375,19.06999969482422,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-15 00:00:00-05:00,155.20968627929688,5.088385581970215,27659.357421875,18.600000381469727,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-16 00:00:00-05:00,155.1809539794922,5.09554386138916,27619.951171875,19.040000915527344,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-17 00:00:00-05:00,156.40440368652344,5.214849948883057,27009.236328125,18.059999465942383,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-18 00:00:00-05:00,157.95291137695312,5.358016014099121,26240.927734375,17.799999237060547,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-22 00:00:00-05:00,154.7890625,5.062138557434082,27757.857421875,20.799999237060547,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-23 00:00:00-05:00,154.9897918701172,5.066910266876221,27698.75390625,19.520000457763672,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-24 00:00:00-05:00,155.99343872070312,5.156389236450195,27186.54296875,18.889999389648438,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-25 00:00:00-05:00,157.8573455810547,5.3401198387146,26201.5234375,17.420000076293945,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-28 00:00:00-05:00,155.907470703125,5.143265724182129,27186.54296875,18.8700008392334,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-29 00:00:00-05:00,154.4354248046875,4.997713565826416,27974.55859375,19.1299991607666,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-30 00:00:00-05:00,158.36390686035156,5.3723320960998535,25846.91796875,17.65999984741211,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-31 00:00:00-05:00,160.7344512939453,5.608557224273682,24684.591796875,16.56999969482422,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-01 00:00:00-05:00,160.05580139160156,5.536974906921387,25039.19921875,16.139999389648438,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-04 00:00:00-05:00,162.04393005371094,5.7397942543029785,24132.978515625,15.729999542236328,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-05 00:00:00-05:00,163.47769165039062,5.891312122344971,23482.8671875,15.569999694824219,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-06 00:00:00-05:00,162.99020385742188,5.844783306121826,23660.173828125,15.380000114440918,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-07 00:00:00-05:00,160.80133056640625,5.606172561645508,24625.490234375,16.3700008392334,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-08 00:00:00-05:00,161.11679077148438,5.634805202484131,24487.58984375,15.720000267028809,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-11 00:00:00-05:00,160.96385192871094,5.621681213378906,24566.392578125,15.970000267028809,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-12 00:00:00-05:00,163.34388732910156,5.865063667297363,23502.572265625,15.430000305175781,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-13 00:00:00-05:00,163.45855712890625,5.876995086669922,23482.8671875,15.649999618530273,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-14 00:00:00-05:00,163.6593017578125,5.8984694480896,23364.666015625,16.219999313354492,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-15 00:00:00-05:00,164.3475341796875,5.9688615798950195,23108.560546875,14.90999984741211,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-19 00:00:00-05:00,164.67251586914062,6.004653453826904,22970.66015625,14.880000114440918,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-20 00:00:00-05:00,164.64382934570312,5.999880313873291,22970.66015625,14.020000457763672,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-21 00:00:00-05:00,164.0416259765625,5.931875705718994,23246.462890625,14.460000038146973,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-22 00:00:00-05:00,165.25555419921875,6.060725688934326,22734.25390625,13.510000228881836,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-25 00:00:00-05:00,165.8577117919922,6.127537250518799,22478.146484375,14.850000381469727,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-26 00:00:00-05:00,166.02980041503906,6.1466264724731445,22419.046875,15.170000076293945,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
