date,action,symbol,price,shares,commission,slippage,absolute_score,reference_score,adx,vix,gross_pnl,net_pnl,qqq_change,etf_change,holding_days,stop_reason
2019-11-15 00:00:00-05:00,BUY_LONG,TQQQ,8.976160049438477,10583,94.9947018032074,94.9947018032074,67.5,70.0,26.551507545830752,12.050000190734863,,,,,,
2019-11-26 00:00:00-05:00,SELL_LONG_REEVAL,TQQQ,9.217244148254395,10583,97.54609482097626,97.54609482097626,42.0,55.0,28.127850184336634,11.539999961853027,2551.39301776886,2356.300828126907,0.008377952928314877,0.026858266506845488,7.0,多單重估賣出
2020-01-02 00:00:00-05:00,BUY_LONG,TQQQ,10.845489501953125,8965,97.22981338500976,97.22981338500976,70.0,85.0,34.462686809222724,12.470000267028809,,,,,,
2020-01-13 00:00:00-05:00,SELL_LONG_REEVAL,TQQQ,11.560644149780273,8965,103.64117480278016,103.64117480278016,59.0,50.0,38.40762485629606,12.319999694824219,6411.361417770386,6204.079068164825,0.022159413115824717,0.06594028307328671,7.0,多單重估賣出
2020-01-14 00:00:00-05:00,BUY_LONG,TQQQ,11.425731658935547,9026,103.12865395355225,103.12865395355225,70.0,70.0,39.517995672194516,12.390000343322754,,,,,,
2020-02-04 00:00:00-05:00,SELL_LONG_REEVAL,TQQQ,12.49189281463623,9026,112.75182454490663,112.75182454490663,52.5,40.0,37.12984079444578,16.049999237060547,9623.17059135437,9397.666942264557,0.03357878392889491,0.09331228734633264,7.0,多單重估賣出
2020-02-05 00:00:00-05:00,BUY_LONG,TQQQ,12.636356353759766,8868,112.05920814514161,112.05920814514161,65.0,80.0,37.47168649387383,15.149999618530273,,,,,,
2020-08-03 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,14.78420352935791,8868,131.10631689834594,131.10631689834594,39.5,40.0,24.631140982661353,24.280000686645508,19047.108753204346,18784.896119407655,0.18492489274480406,0.1699736154527712,6.0,多單止盈: 17.0%
2020-08-24 00:00:00-04:00,BUY_LONG,TQQQ,17.18515968322754,7559,129.90262204551698,129.90262204551698,65.0,75.0,31.220384343718653,22.3700008392334,,,,,,
2020-11-10 00:00:00-05:00,SELL_LONG_TRAILING,TQQQ,16.05691146850586,7559,121.3741937904358,121.3741937904358,45.0,90.0,16.28798932271794,24.799999237060547,-8528.428255081177,-8771.176642662049,-0.0007401442919916499,-0.06565247198853981,7.0,多單回落: -3.8%
2021-07-07 00:00:00-04:00,BUY_LONG,TQQQ,30.860214233398438,3939,121.55838386535645,121.55838386535645,65.0,70.0,27.813635476029013,16.200000762939453,,,,,,
2021-08-05 00:00:00-04:00,SELL_LONG_REEVAL,TQQQ,33.006874084472656,3939,130.0140770187378,130.0140770187378,39.5,55.0,17.55278187980199,17.280000686645508,8455.693153381348,8195.664999343871,0.024158435210717644,0.06956075660521495,7.0,多單重估賣出
2021-10-28 00:00:00-04:00,BUY_LONG,TQQQ,36.509803771972656,3543,129.35423476409912,129.35423476409912,65.0,70.0,25.31140998991021,16.530000686645508,,,,,,
2021-11-19 00:00:00-05:00,SELL_LONG_PROFIT,TQQQ,42.297889709472656,3543,149.86142324066162,149.86142324066162,60.0,70.0,33.533553170750146,17.90999984741211,20507.1884765625,20207.465630081177,0.051454955324642025,0.1585351149420123,2.0,多單止盈: 15.9%
2021-11-22 00:00:00-05:00,BUY_LONG,TQQQ,40.831764221191406,3638,148.54595823669433,148.54595823669433,65.0,90.0,34.74656711887019,19.170000076293945,,,,,,
