date,qqq_price,tqqq_price,sqqq_price,vix,position_size,final_score,signal,capital,position,position_value,portfolio_value,holding_days,cooldown_days,cummax,drawdown
2019-01-02 00:00:00-05:00,148.04086303710938,4.4823126792907715,32505.658203125,23.219999313354492,0.7,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-03 00:00:00-05:00,143.20431518554688,4.04803991317749,35716.8125,25.450000762939453,0.5,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-04 00:00:00-05:00,149.33123779296875,4.565826892852783,31028.123046875,21.3799991607666,0.7,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-07 00:00:00-05:00,151.1090850830078,4.711379528045654,30043.107421875,21.399999618530273,0.7,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-08 00:00:00-05:00,152.4759521484375,4.847387790679932,29195.986328125,20.469999313354492,0.7,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-09 00:00:00-05:00,153.71853637695312,4.961921691894531,28545.869140625,19.979999542236328,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-10 00:00:00-05:00,154.15829467773438,5.009644031524658,28250.365234375,19.5,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-11 00:00:00-05:00,153.5942840576172,4.949991226196289,28565.57421875,18.190000534057617,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-14 00:00:00-05:00,152.2369842529297,4.821141242980957,29373.28515625,19.06999969482422,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-15 00:00:00-05:00,155.20968627929688,5.088384628295898,27659.35546875,18.600000381469727,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-16 00:00:00-05:00,155.18099975585938,5.095543384552002,27619.95703125,19.040000915527344,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-17 00:00:00-05:00,156.40447998046875,5.214849472045898,27009.23828125,18.059999465942383,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-18 00:00:00-05:00,157.95294189453125,5.358015537261963,26240.927734375,17.799999237060547,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-22 00:00:00-05:00,154.78909301757812,5.062138557434082,27757.8515625,20.799999237060547,0.7,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-23 00:00:00-05:00,154.9897918701172,5.066910266876221,27698.75390625,19.520000457763672,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-24 00:00:00-05:00,155.99346923828125,5.156389236450195,27186.54296875,18.889999389648438,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-25 00:00:00-05:00,157.85731506347656,5.340120315551758,26201.525390625,17.420000076293945,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-28 00:00:00-05:00,155.90744018554688,5.143265724182129,27186.54296875,18.8700008392334,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-29 00:00:00-05:00,154.4354705810547,4.997713088989258,27974.564453125,19.1299991607666,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-30 00:00:00-05:00,158.3639373779297,5.3723320960998535,25846.916015625,17.65999984741211,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-01-31 00:00:00-05:00,160.7344512939453,5.608557224273682,24684.595703125,16.56999969482422,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-01 00:00:00-05:00,160.0557861328125,5.53697395324707,25039.19921875,16.139999389648438,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-04 00:00:00-05:00,162.04397583007812,5.739794731140137,24132.982421875,15.729999542236328,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-05 00:00:00-05:00,163.4776611328125,5.891312599182129,23482.869140625,15.569999694824219,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-06 00:00:00-05:00,162.99021911621094,5.84478235244751,23660.169921875,15.380000114440918,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-07 00:00:00-05:00,160.8013458251953,5.606171607971191,24625.48828125,16.3700008392334,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-08 00:00:00-05:00,161.11676025390625,5.6348042488098145,24487.59375,15.720000267028809,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-11 00:00:00-05:00,160.9638214111328,5.6216816902160645,24566.392578125,15.970000267028809,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-12 00:00:00-05:00,163.34388732910156,5.865065574645996,23502.5703125,15.430000305175781,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-13 00:00:00-05:00,163.4585723876953,5.87699556350708,23482.869140625,15.649999618530273,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-14 00:00:00-05:00,163.65928649902344,5.898469924926758,23364.666015625,16.219999313354492,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-15 00:00:00-05:00,164.3475341796875,5.968859672546387,23108.55859375,14.90999984741211,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-19 00:00:00-05:00,164.67251586914062,6.004652976989746,22970.6640625,14.880000114440918,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-20 00:00:00-05:00,164.64381408691406,5.999879837036133,22970.6640625,14.020000457763672,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-21 00:00:00-05:00,164.04165649414062,5.931876182556152,23246.46484375,14.460000038146973,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-22 00:00:00-05:00,165.2555694580078,6.060725212097168,22734.255859375,13.510000228881836,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-25 00:00:00-05:00,165.85772705078125,6.127537250518799,22478.150390625,14.850000381469727,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-26 00:00:00-05:00,166.0298309326172,6.1466264724731445,22419.05078125,15.170000076293945,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-27 00:00:00-05:00,165.92469787597656,6.127537250518799,22497.8515625,14.699999809265137,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-02-28 00:00:00-05:00,165.5422821044922,6.089357852935791,22655.453125,14.779999732971191,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-01 00:00:00-05:00,166.68936157226562,6.2110514640808105,22162.9453125,13.569999694824219,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-04 00:00:00-05:00,166.7179718017578,6.212244033813477,22162.9453125,14.630000114440918,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-05 00:00:00-05:00,166.84230041503906,6.227753639221191,22123.5390625,14.739999771118164,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-06 00:00:00-05:00,165.89599609375,6.12037992477417,22478.150390625,15.739999771118164,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-07 00:00:00-05:00,163.86007690429688,5.897275924682617,23364.666015625,16.59000015258789,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-08 00:00:00-05:00,163.6115264892578,5.8638715744018555,23443.470703125,16.049999237060547,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-11 00:00:00-04:00,167.0143280029297,6.23013973236084,22005.33984375,14.329999923706055,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-12 00:00:00-04:00,167.93190002441406,6.331550598144531,21631.033203125,13.770000457763672,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-13 00:00:00-04:00,169.19366455078125,6.468750953674316,21197.623046875,13.40999984741211,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-14 00:00:00-04:00,168.9069061279297,6.440117359161377,21256.724609375,13.5,0.95,50.0,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-03-15 00:00:00-04:00,170.47447204589844,6.599986553192139,20764.21484375,12.880000114440918,0.9499360646009445,67.2,BUY_LONG,100000.0,14393,94993.60646009445,194993.60646009445,0,0,194993.60646009445,0.0
2019-03-18 00:00:00-04:00,170.8804473876953,6.659640312194824,20547.505859375,13.100000381469727,0.9499360646009445,67.2,HOLD_LONG,100000.0,14393,95852.2030134201,195852.2030134201,1,0,195852.2030134201,0.0
2019-03-19 00:00:00-04:00,171.4550323486328,6.726451396942139,20370.20703125,13.5600004196167,0.9499360646009445,64.8,HOLD_LONG,100000.0,14393,96813.8149561882,196813.8149561882,2,0,196813.8149561882,0.0
2019-03-20 00:00:00-04:00,172.13490295410156,6.804027557373047,20111.404296875,13.90999984741211,0.9499360646009445,64.8,HOLD_LONG,100000.0,14393,97930.36863327026,197930.36863327026,3,0,197930.36863327026,0.0
2019-03-21 00:00:00-04:00,174.8257293701172,7.119107246398926,19182.8828125,13.630000114440918,0.9499360646009445,67.2,HOLD_LONG,100000.0,14393,102465.31059741974,202465.31059741974,4,0,202465.31059741974,0.0
2019-03-22 00:00:00-04:00,170.9857635498047,6.653648376464844,20467.015625,16.479999542236328,0.9499360646009445,67.2,HOLD_LONG,100000.0,14393,95765.9610824585,195765.9610824585,5,0,202465.31059741974,-0.03308887579404736
2019-03-25 00:00:00-04:00,170.66024780273438,6.611876964569092,20565.7890625,16.329999923706055,0.9499360646009445,67.2,HOLD_LONG,100000.0,14393,95164.74515104294,195164.74515104294,6,0,202465.31059741974,-0.03605835204477661
2019-03-26 00:00:00-04:00,171.4550323486328,6.702581882476807,20289.208984375,14.680000305175781,0.9499360646009445,67.2,HOLD_LONG_CONTINUE,100000.0,14393,96470.26103448868,196470.26103448868,0,0,202465.31059741974,-0.029610255432109874
2019-03-27 00:00:00-04:00,170.35382080078125,6.571299076080322,20684.326171875,15.149999618530273,0.95,67.2,SELL_LONG_TRAILING,99397.93972672558,0,0.0,99397.93972672558,0,1,202465.31059741974,-0.5090618761632328
