date,action,symbol,price,shares,commission,slippage,abs_score,ref_score,final_score,vix,gross_pnl,net_pnl,qqq_change,etf_change,holding_days,stop_reason
2023-01-26 00:00:00-05:00,BUY_LONG,TQQQ,10.887378692626953,44802,487.7763401870728,487.7763401870728,78.0,51.0,67.2,18.729999542236328,,,,,,
2023-02-02 00:00:00-05:00,SELL_LONG_PROFIT,TQQQ,12.91795825958252,44802,578.750365945816,578.750365945816,78.0,51.0,67.2,18.729999542236328,90974.02575874329,89816.52502685165,0.06265743573885917,0.18650766399176472,5.0,多單止盈: 18.7%
2023-02-03 00:00:00-05:00,BUY_LONG,TQQQ,12.250700950622559,46781,573.1000411710739,573.1000411710739,78.0,57.0,69.6,18.329999923706055,,,,,,
2023-02-10 00:00:00-05:00,SELL_LONG_TRAILING,TQQQ,11.4346284866333,46781,534.9233552331924,534.9233552331924,78.0,57.0,69.6,20.530000686645508,-38176.68593788147,-39246.53264834786,-0.02116388570128129,-0.0666143486220506,5.0,多單回落: -3.3%
2023-02-13 00:00:00-05:00,BUY_LONG,TQQQ,11.97707462310791,44737,535.8183874139786,535.8183874139786,78.0,57.0,69.6,20.34000015258789,,,,,,
2023-02-21 00:00:00-05:00,SELL_LONG_STOP,TQQQ,10.728963851928711,44737,479.98165584373476,479.98165584373476,66.0,57.0,62.400000000000006,22.8700008392334,-55836.731570243835,-56796.694881931304,-0.034384095536132676,-0.10420831550729114,5.0,多單止損: -3.4%
2023-02-22 00:00:00-05:00,BUY_LONG,TQQQ,10.738565444946289,44872,481.8609086456299,481.8609086456299,66.0,57.0,62.400000000000006,22.290000915527344,,,,,,
2023-03-03 00:00:00-05:00,SELL_LONG_REEVAL,TQQQ,11.261809349060059,44872,505.33990911102296,505.33990911102296,62.0,57.0,60.0,18.489999771118164,23479.000465393066,22468.320647171022,0.01845370473247842,0.04872568005440755,7.0,多單重估賣出
2023-03-06 00:00:00-05:00,BUY_LONG,TQQQ,11.309815406799316,44493,503.207616894722,503.207616894722,70.0,57.0,64.8,18.610000610351562,,,,,,
2023-03-10 00:00:00-05:00,SELL_LONG_STOP,TQQQ,10.023299217224121,44493,445.9666520719528,445.9666520719528,26.0,57.0,38.4,24.799999237060547,-57240.964822769165,-58132.89812691307,-0.03823093943044839,-0.1137521827988243,4.0,多單止損: -3.8%
2023-03-15 00:00:00-04:00,BUY_LONG,TQQQ,11.09379768371582,40381,447.9786442661285,447.9786442661285,70.0,57.0,64.8,26.139999389648438,,,,,,
2023-03-17 00:00:00-04:00,SELL_LONG_VIX,TQQQ,11.794660568237305,40381,476.2801884059906,476.2801884059906,74.0,57.0,67.2,25.510000228881836,28301.54413986206,27348.98376305008,0.02151005349885153,0.06317610114255602,1.0,VIX>25 (25.5)，多單止損平倉
2023-03-20 00:00:00-04:00,BUY_LONG,TQQQ,11.91947078704834,39764,473.96583637619017,473.96583637619017,74.0,57.0,67.2,24.149999618530273,,,,,,
2023-04-25 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,12.167608261108398,39764,483.83277489471436,483.83277489471436,66.0,57.0,62.400000000000006,18.760000228881836,9866.93851852417,8899.272968734742,0.013138387530154696,0.020817826436529716,4.0,多單回落: -3.4%
2023-04-27 00:00:00-04:00,BUY_LONG,TQQQ,13.369885444641113,36082,482.41220661354066,482.41220661354066,74.0,57.0,67.2,17.030000686645508,,,,,,
2023-05-18 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,15.431617736816406,36082,556.8036311798096,556.8036311798096,78.0,51.0,67.2,16.049999237060547,74391.42456626892,73277.81730390931,0.05281709087647944,0.15420717707059126,1.0,多單止盈: 15.4%
2023-05-19 00:00:00-04:00,BUY_LONG,TQQQ,15.325393676757812,36020,552.0206802368165,552.0206802368165,78.0,51.0,67.2,16.809999465942383,,,,,,
2023-06-02 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,17.778230667114258,36020,640.3718686294555,640.3718686294555,78.0,51.0,67.2,14.600000381469727,88351.18839263916,87070.44465538026,0.05390611926981552,0.16005050454764952,2.0,多單止盈: 16.0%
2023-06-05 00:00:00-04:00,BUY_LONG,TQQQ,17.816856384277344,35626,634.7433255462647,634.7433255462647,78.0,51.0,67.2,14.729999542236328,,,,,,
2023-06-26 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,18.120235443115234,35626,645.5515078964233,645.5515078964233,66.0,57.0,62.400000000000006,14.25,10808.182350158691,9517.079334365844,0.00921554009096433,0.017027642379472196,7.0,多單回落: -3.3%
2023-06-27 00:00:00-04:00,BUY_LONG,TQQQ,19.01631736755371,33854,643.7784081611634,643.7784081611634,74.0,57.0,67.2,13.739999771118164,,,,,,
2023-07-17 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,21.912843704223633,33854,741.8374107627869,741.8374107627869,74.0,51.0,64.8,13.479999542236328,98059.00260162354,96575.32778009796,0.05161760240308358,0.15231794256926284,6.0,多單止盈: 15.2%
