date,action,symbol,price,shares,position_size,commission,slippage,abs_score,ref_score,final_score,vix,gross_pnl,net_pnl,qqq_change,etf_change,holding_days,stop_reason
2020-04-21 00:00:00-04:00,SELL_LONG_STOP,TQQQ,6.856632232666016,6471,,44.36926717758179,44.36926717758179,78.0,57.0,69.6,45.40999984741211,-5006.321102142334,-5095.059636497497,-0.032898975869758984,-0.10139263706146381,5.0,多單止損: -3.3%
2020-04-22 00:00:00-04:00,BUY_LONG,TQQQ,7.463138580322266,6445,0.25,48.099928150177,48.099928150177,78.0,51.0,67.2,41.97999954223633,,,,,,
2020-05-01 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,7.5825300216674805,6445,,48.869405989646914,48.869405989646914,78.0,57.0,69.6,37.189998626708984,769.4778394699097,671.7390274906159,0.008389861619594003,0.01599748417643069,7.0,多單回落: -2.9%
2020-05-04 00:00:00-04:00,BUY_LONG,TQQQ,7.849966049194336,6149,0.25,48.26944123649597,48.26944123649597,78.0,57.0,69.6,35.970001220703125,,,,,,
2020-05-11 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,9.151329040527344,6149,,56.27152227020264,56.27152227020264,78.0,51.0,67.2,27.56999969482422,8002.081033706665,7889.53798916626,0.05413056639614879,0.1657794419972772,5.0,多單止盈: 16.6%
2020-05-12 00:00:00-04:00,BUY_LONG,TQQQ,8.606905937194824,5837,0.25,50.23850995540619,50.23850995540619,78.0,57.0,69.6,33.040000915527344,,,,,,
2020-06-01 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,10.003783226013184,5837,,58.39208269023895,58.39208269023895,78.0,57.0,69.6,28.229999542236328,8153.572734832764,8036.788569452286,0.05375449750789889,0.1622972644306174,6.0,多單止盈: 16.2%
2020-06-02 00:00:00-04:00,BUY_LONG,TQQQ,10.203166007995605,10242,0.5,104.50082625389099,104.50082625389099,78.0,51.0,67.2,26.84000015258789,,,,,,
2020-06-11 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,9.909461975097656,10242,,101.4927095489502,101.4927095489502,78.0,57.0,69.6,40.790000915527344,-3008.116704940796,-3211.1021240386963,-0.006832775166682245,-0.028785578188945577,7.0,多單回落: -5.0%
2020-06-12 00:00:00-04:00,BUY_LONG,TQQQ,10.124368667602539,5081,0.25,51.441917200088504,51.441917200088504,78.0,57.0,69.6,36.09000015258789,,,,,,
2020-06-23 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,11.915234565734863,5081,,60.54130682849884,60.54130682849884,78.0,57.0,69.6,31.3700008392334,9099.38962841034,8978.307014753342,0.05677767865282287,0.17688667381927758,7.0,多單止盈: 17.7%
2020-06-24 00:00:00-04:00,BUY_LONG,TQQQ,11.213214874267578,4788,0.25,53.688872817993165,53.688872817993165,78.0,57.0,69.6,33.84000015258789,,,,,,
2020-07-06 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,13.238086700439453,4788,,63.3839591217041,63.3839591217041,78.0,51.0,67.2,27.940000534057617,9695.086303710938,9568.31838546753,0.06023529606676496,0.18057906219371678,7.0,多單止盈: 18.1%
2020-07-07 00:00:00-04:00,BUY_LONG,TQQQ,12.977814674377441,8643,0.5,112.16725223064422,112.16725223064422,78.0,57.0,69.6,29.43000030517578,,,,,,
2020-07-23 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,13.076909065246582,8643,,113.02372505092622,113.02372505092622,74.0,57.0,67.2,26.079999923706055,856.4728202819824,630.42537018013,0.005455926035376395,0.007635676217875587,5.0,多單回落: -3.3%
2020-07-24 00:00:00-04:00,BUY_LONG,TQQQ,12.690084457397461,8864,0.5,112.4849086303711,112.4849086303711,70.0,57.0,64.8,25.84000015258789,,,,,,
2020-08-03 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,14.784202575683594,8864,,131.04717163085937,131.04717163085937,74.0,57.0,67.2,24.280000686645508,18562.26300048828,18300.16865722656,0.05407757117533316,0.16502003003340168,6.0,多單止盈: 16.5%
2020-08-04 00:00:00-04:00,BUY_LONG,TQQQ,14.976421356201172,11370,0.7,170.28191082000734,170.28191082000734,74.0,57.0,67.2,23.760000228881836,,,,,,
2020-08-11 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,14.108449935913086,11370,,160.4130757713318,160.4130757713318,74.0,57.0,67.2,24.030000686645508,-9868.835048675537,-10189.661200218201,-0.019195013209558014,-0.05795586272876141,5.0,多單回落: -3.4%
2020-08-12 00:00:00-04:00,BUY_LONG,TQQQ,15.16386604309082,10759,0.7,163.14803475761414,163.14803475761414,74.0,57.0,67.2,22.280000686645508,,,,,,
2020-08-25 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,17.58631134033203,10759,,189.21112371063234,189.21112371063234,78.0,57.0,69.6,22.030000686645508,26063.08895301819,25684.666705596923,0.05149713466466892,0.15975116704126785,2.0,多單止盈: 16.0%
2020-08-26 00:00:00-04:00,BUY_LONG,TQQQ,18.712169647216797,9680,0.7,181.13380218505858,181.13380218505858,78.0,51.0,67.2,23.270000457763672,,,,,,
2020-09-03 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,17.63764762878418,9680,,170.73242904663087,170.73242904663087,78.0,57.0,69.6,33.599998474121094,-10401.373138427734,-10742.837996520997,-0.015584247486160756,-0.05742370012086968,6.0,多單回落: -5.1%
2020-09-04 00:00:00-04:00,BUY_LONG,TQQQ,16.910558700561523,3666,0.25,61.994108196258544,61.994108196258544,74.0,57.0,67.2,30.75,,,,,,
2020-09-08 00:00:00-04:00,SELL_LONG_STOP,TQQQ,14.520347595214844,3666,,53.23159428405762,53.23159428405762,66.0,57.0,62.400000000000006,31.459999084472656,-8762.513912200928,-8868.977100769043,-0.04806380045172891,-0.14134430137233203,1.0,多單止損: -4.8%
2020-09-09 00:00:00-04:00,BUY_LONG,TQQQ,15.767988204956055,7583,0.5,119.56865455818176,119.56865455818176,66.0,57.0,62.400000000000006,28.809999465942383,,,,,,
2020-09-11 00:00:00-04:00,SELL_LONG_STOP,TQQQ,14.531092643737793,7583,,110.18927551746368,110.18927551746368,50.0,57.0,52.8,26.8700008392334,-9379.379040718079,-9599.757591753007,-0.02673782404452796,-0.07844346058233932,2.0,多單止損: -2.7%
2020-09-15 00:00:00-04:00,BUY_LONG,TQQQ,15.929162979125977,7205,0.5,114.76961926460267,114.76961926460267,66.0,57.0,62.400000000000006,25.59000015258789,,,,,,
2020-09-17 00:00:00-04:00,SELL_LONG_STOP,TQQQ,14.465428352355957,7205,,104.22341127872467,104.22341127872467,42.0,57.0,48.0,26.459999084472656,-10546.20798587799,-10754.65480843544,-0.03131920725393755,-0.09189024110608565,2.0,多單止損: -3.1%
2020-10-05 00:00:00-04:00,BUY_LONG,TQQQ,15.957818031311035,6855,0.5,109.39084260463714,109.39084260463714,74.0,57.0,67.2,27.959999084472656,,,,,,
2020-10-12 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,18.41727638244629,6855,,126.25042960166931,126.25042960166931,78.0,57.0,69.6,25.06999969482422,16859.586997032166,16607.08613782883,0.05129196819271726,0.15412247127455142,5.0,多單止盈: 15.4%
2020-10-13 00:00:00-04:00,BUY_LONG,TQQQ,18.419662475585938,6390,0.5,117.70164321899415,117.70164321899415,78.0,51.0,67.2,26.06999969482422,,,,,,
2020-10-19 00:00:00-04:00,SELL_LONG_STOP,TQQQ,16.462839126586914,6390,,105.19754201889039,105.19754201889039,74.0,57.0,67.2,29.18000030517578,-12504.10120010376,-12714.49628414154,-0.03639811021449607,-0.1062355703636082,4.0,多單止損: -3.6%
2020-10-20 00:00:00-04:00,BUY_LONG,TQQQ,16.569101333618164,6720,0.5,111.34436096191406,111.34436096191406,78.0,57.0,69.6,29.350000381469727,,,,,,
2020-10-28 00:00:00-04:00,SELL_LONG_STOP,TQQQ,14.341263771057129,6720,,96.37329254150391,96.37329254150391,50.0,57.0,52.8,40.279998779296875,-14971.068420410156,-15163.815005493165,-0.044899974146590714,-0.13445735635890074,6.0,多單止損: -4.5%
2020-11-04 00:00:00-05:00,BUY_LONG,TQQQ,16.72430992126465,6204,0.5,103.75761875152588,103.75761875152588,66.0,57.0,62.400000000000006,29.56999969482422,,,,,,
2020-11-10 00:00:00-05:00,SELL_LONG_TRAILING,TQQQ,16.056913375854492,6204,,99.61709058380127,99.61709058380127,70.0,57.0,64.8,24.799999237060547,-4140.528167724609,-4339.762348892212,-0.012163856055392844,-0.03990577480040441,4.0,多單回落: -3.8%
2020-11-11 00:00:00-05:00,BUY_LONG,TQQQ,17.136205673217773,8300,0.7,142.23050708770754,142.23050708770754,70.0,57.0,64.8,23.450000762939453,,,,,,
2020-12-03 00:00:00-05:00,SELL_LONG_PROFIT,TQQQ,19.766395568847656,8300,,164.06108322143555,164.06108322143555,74.0,51.0,64.8,21.280000686645508,21830.576133728027,21502.453967285157,0.050110039121150154,0.15348729735081404,1.0,多單止盈: 15.3%
2020-12-04 00:00:00-05:00,BUY_LONG,TQQQ,20.008756637573242,7860,0.7,157.26882717132568,157.26882717132568,74.0,51.0,64.8,20.790000915527344,,,,,,
2021-01-06 00:00:00-05:00,SELL_LONG_REEVAL,TQQQ,20.39678192138672,7860,,160.31870590209962,160.31870590209962,62.0,57.0,60.0,25.06999969482422,3049.878730773926,2729.2413189697263,0.008436377212509874,0.01939277341625652,7.0,多單重估賣出
2021-01-07 00:00:00-05:00,BUY_LONG,TQQQ,21.87006187438965,7279,0.7,159.19218038368226,159.19218038368226,74.0,57.0,67.2,22.3700008392334,,,,,,
2021-01-27 00:00:00-05:00,SELL_LONG_TRAILING,TQQQ,22.70341682434082,7279,,165.25817106437682,165.25817106437682,74.0,57.0,67.2,37.209999084472656,6065.99068069458,5735.474338565827,0.014127851321426486,0.03810482817732903,6.0,多單回落: -2.8%
2021-01-28 00:00:00-05:00,BUY_LONG,TQQQ,23.03771209716797,2530,0.25,58.28541160583496,58.28541160583496,74.0,57.0,67.2,30.209999084472656,,,,,,
2021-02-22 00:00:00-05:00,SELL_LONG_TRAILING,TQQQ,23.09024429321289,2530,,58.418318061828614,58.418318061828614,62.0,57.0,60.0,23.450000762939453,132.90645599365234,16.069819869995115,0.0034856204193660953,0.002280269664945577,2.0,多單回落: -4.2%
2021-02-24 00:00:00-05:00,BUY_LONG,TQQQ,23.436473846435547,6964,0.7,163.21160386657715,163.21160386657715,66.0,57.0,62.400000000000006,21.34000015258789,,,,,,
2021-02-25 00:00:00-05:00,SELL_LONG_STOP,TQQQ,20.98896026611328,6964,,146.1671192932129,146.1671192932129,50.0,63.0,55.2,28.889999389648438,-17044.484573364258,-17336.818811950685,-0.03486245661925243,-0.10443181838527761,1.0,多單止損: -3.5%
2021-04-01 00:00:00-04:00,BUY_LONG,TQQQ,22.89921760559082,8954,0.95,205.0395944404602,205.0395944404602,78.0,57.0,69.6,17.329999923706055,,,,,,
2021-04-13 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,26.38783073425293,8954,,236.27663639450074,236.27663639450074,78.0,51.0,67.2,16.649999618530273,31237.041954040527,30764.488681251525,0.04938853421353066,0.15234638967797606,7.0,多單止盈: 15.2%
2021-04-14 00:00:00-04:00,BUY_LONG,TQQQ,25.461349487304688,9201,0.95,234.26987663269043,234.26987663269043,74.0,51.0,64.8,16.989999771118164,,,,,,
2021-05-04 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,23.954633712768555,9201,,220.40658479118346,220.40658479118346,62.0,57.0,60.0,19.479999542236328,-13863.291841506958,-14304.105011089325,-0.018929230697919828,-0.05917658745022129,7.0,多單回落: -3.5%
2021-05-27 00:00:00-04:00,BUY_LONG,TQQQ,24.260278701782227,9096,0.95,220.67149507141113,220.67149507141113,70.0,57.0,64.8,16.739999771118164,,,,,,
2021-06-24 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,28.147653579711914,9096,,256.03105696105956,256.03105696105956,78.0,51.0,67.2,15.970000267028809,35359.56188964844,34847.49977572632,0.05231894481263439,0.16023620032213853,5.0,多單止盈: 16.0%
2021-06-25 00:00:00-04:00,BUY_LONG,TQQQ,28.05929946899414,9044,0.95,253.76830439758302,253.76830439758302,74.0,51.0,64.8,15.619999885559082,,,,,,
2021-07-23 00:00:00-04:00,SELL_LONG_PROFIT,TQQQ,32.60809326171875,9044,,294.90759545898436,294.90759545898436,78.0,57.0,69.6,17.200000762939453,41139.29106140137,40549.475870483395,0.05362572523313344,0.16211359081687268,5.0,多單止盈: 16.2%
2021-07-26 00:00:00-04:00,BUY_LONG,TQQQ,32.74420928955078,8927,0.95,292.30755632781984,292.30755632781984,74.0,57.0,67.2,17.579999923706055,,,,,,
2021-09-20 00:00:00-04:00,SELL_LONG_TRAILING,TQQQ,31.875049591064453,8927,,284.5485676994324,284.5485676994324,50.0,63.0,55.2,25.709999084472656,-7758.988628387451,-8328.085763786316,-0.0064711054070563465,-0.026543920813616697,4.0,多單回落: -4.2%
2021-09-23 00:00:00-04:00,BUY_LONG,TQQQ,33.76142501831055,8423,0.95,284.37248292922976,284.37248292922976,66.0,57.0,62.400000000000006,18.6299991607666,,,,,,
2021-09-28 00:00:00-04:00,SELL_LONG_STOP,TQQQ,30.28474998474121,8423,,255.08844912147524,255.08844912147524,42.0,63.0,50.400000000000006,23.25,-29284.033807754517,-29794.210705997466,-0.03514942879538844,-0.1029777336615311,3.0,多單止損: -3.5%
