date,qqq_price,tqqq_price,sqqq_price,vix,absolute_score,reference_score,adx,signal,capital,position,position_value,portfolio_value,holding_days,cooldown_days,cummax,drawdown
2019-10-17 00:00:00-04:00,186.12432861328125,7.862644195556641,15005.763671875,13.789999961853027,42.0,75.0,14.707335916498355,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-18 00:00:00-04:00,184.33572387695312,7.637077331542969,15430.9267578125,14.25,42.0,75.0,13.928242722948799,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-21 00:00:00-04:00,185.970458984375,7.838775157928467,15030.7734375,14.0,49.0,75.0,13.204731573616023,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-22 00:00:00-04:00,184.48956298828125,7.657365322113037,15385.9111328125,14.460000038146973,51.5,75.0,12.866905135832202,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-23 00:00:00-04:00,184.8453369140625,7.69317102432251,15305.880859375,14.010000228881836,48.5,75.0,12.27514435128838,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-24 00:00:00-04:00,186.6436004638672,7.913963317871094,14865.7109375,13.710000038146973,54.0,75.0,12.443672471916592,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-25 00:00:00-04:00,188.13414001464844,8.094178199768066,14530.583984375,12.649999618530273,49.5,75.0,13.09859488647931,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-28 00:00:00-04:00,189.9901123046875,8.341228485107422,14080.4072265625,13.109999656677246,62.5,70.0,14.307727277827427,HOLD_ADX_WAIT,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-29 00:00:00-04:00,188.51878356933594,8.149076461791992,14410.5341796875,13.199999809265137,49.5,70.0,15.161165149226731,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-30 00:00:00-04:00,189.43235778808594,8.263654708862305,14210.4609375,12.329999923706055,70.0,70.0,15.593072822393637,HOLD_ADX_WAIT,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-10-31 00:00:00-04:00,189.5188751220703,8.269621849060059,14200.4541015625,13.220000267028809,65.0,75.0,16.103034541038486,HOLD_ADX_WAIT,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-01 00:00:00-04:00,191.24020385742188,8.49399471282959,13815.30859375,12.300000190734863,56.5,70.0,16.974387519470472,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-04 00:00:00-05:00,192.42303466796875,8.645566940307617,13565.2099609375,12.829999923706055,56.5,75.0,18.266438526625265,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-05 00:00:00-05:00,192.52883911132812,8.6563081741333,13555.208984375,13.100000381469727,57.0,70.0,19.471991772381163,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-06 00:00:00-05:00,192.0961151123047,8.601408004760742,13635.23828125,12.619999885559082,59.0,75.0,20.128955545620563,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-07 00:00:00-05:00,192.74034118652344,8.688530921936035,13505.1875,12.729999542236328,57.0,70.0,21.271640736336565,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-08 00:00:00-05:00,193.5096435546875,8.791171073913574,13340.1240234375,12.069999694824219,52.0,70.0,22.13929291534494,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-11 00:00:00-05:00,193.25006103515625,8.754173278808594,13400.1494140625,12.6899995803833,52.0,70.0,22.945044915687877,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-12 00:00:00-05:00,193.80780029296875,8.825780868530273,13285.1025390625,12.680000305175781,59.0,70.0,24.074078729148717,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-13 00:00:00-05:00,193.85589599609375,8.812654495239258,13305.111328125,13.0,52.0,70.0,25.042711916092774,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-14 00:00:00-05:00,193.70201110839844,8.810267448425293,13310.1123046875,13.050000190734863,51.5,70.0,25.5768952964818,HOLD_CASH,100000.0,0,0.0,100000.0,0,0,100000.0,0.0
2019-11-15 00:00:00-05:00,195.12527465820312,8.976160049438477,13065.01953125,12.050000190734863,67.5,70.0,26.551507545830752,BUY_LONG,100000.0,10583,94994.7018032074,194994.7018032074,0,0,194994.7018032074,0.0
2019-11-18 00:00:00-05:00,195.2790985107422,9.02270793914795,12984.9873046875,12.460000038146973,70.0,70.0,27.61548378195246,HOLD_LONG,100000.0,10583,95487.31812000275,195487.31812000275,1,0,195487.31812000275,0.0
2019-11-19 00:00:00-05:00,195.56759643554688,9.05970287322998,12944.9716796875,12.859999656677246,62.5,70.0,28.752599569465094,HOLD_LONG,100000.0,10583,95878.83550739288,195878.83550739288,2,0,195878.83550739288,0.0
2019-11-20 00:00:00-05:00,194.39434814453125,8.900972366333008,13180.0634765625,12.779999732971191,65.0,85.0,28.332936107058092,HOLD_LONG,100000.0,10583,94198.99055290222,194198.99055290222,3,0,195878.83550739288,-0.00857593904997082
2019-11-21 00:00:00-05:00,193.96165466308594,8.831748962402344,13275.0986328125,13.130000114440918,46.5,60.0,27.94333060462084,HOLD_LONG,100000.0,10583,93466.399269104,193466.399269104,4,0,195878.83550739288,-0.012315961711942222
2019-11-22 00:00:00-05:00,194.08665466308594,8.855618476867676,13240.0859375,12.34000015258789,49.0,60.0,27.34274710991839,HOLD_LONG,100000.0,10583,93719.01034069061,193719.0103406906,5,0,195878.83550739288,-0.01102633248307602
2019-11-25 00:00:00-05:00,196.38499450683594,9.162342071533203,12769.904296875,11.869999885559082,46.5,55.0,27.629367511877614,HOLD_LONG,100000.0,10583,96965.06614303589,196965.0661430359,6,0,196965.0661430359,0.0
2019-11-26 00:00:00-05:00,196.76002502441406,9.217244148254395,12704.8798828125,11.539999961853027,42.0,55.0,28.127850184336634,SELL_LONG_REEVAL,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-11-27 00:00:00-05:00,198.1351318359375,9.403426170349121,12449.78125,11.75,47.0,60.0,29.010393372468535,HOLD_CASH,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-11-29 00:00:00-05:00,197.2312469482422,9.27811050415039,12619.845703125,12.619999885559082,47.0,75.0,29.829943232144004,HOLD_CASH,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-12-02 00:00:00-05:00,195.21173095703125,8.979740142822266,13030.005859375,14.90999984741211,60.0,75.0,28.369266259690725,HOLD_CASH,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-12-03 00:00:00-05:00,193.6827850341797,8.778043746948242,13310.1123046875,15.960000038146973,40.0,75.0,26.913717538303715,HOLD_CASH,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-12-04 00:00:00-05:00,194.6636199951172,8.908132553100586,13110.0361328125,14.800000190734863,44.0,60.0,25.091286107263052,HOLD_CASH,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-12-05 00:00:00-05:00,195.04830932617188,8.954675674438477,13045.013671875,14.520000457763672,46.0,60.0,23.339609596105955,HOLD_CASH,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-12-06 00:00:00-05:00,197.13499450683594,9.23156452178955,12639.853515625,13.619999885559082,50.0,60.0,22.51021725017852,HOLD_CASH,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-12-09 00:00:00-05:00,196.24069213867188,9.118185043334961,12794.9150390625,15.859999656677246,32.0,60.0,21.91757858563125,HOLD_ADX_WAIT,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
2019-12-10 00:00:00-05:00,196.0772247314453,9.097895622253418,12824.9267578125,15.680000305175781,32.0,60.0,21.074646410051262,HOLD_ADX_WAIT,102356.30082812691,0,0.0,102356.30082812691,0,0,196965.0661430359,-0.4803327166971028
