time_key,close_QQQ,close_TQQQ,theoretical_TQQQ,spread,spread_ratio,signal,next_day_spread
2026-03-06 00:00:00,598.994907553,47.461943693,48.270335847682965,-0.8083921546829629,-1.6747183140259148,BUY_TQQQ,-1.8343655570840236
2026-03-09 00:00:00,606.994822866,49.308906163,50.23031373741438,-0.9214075744143742,-1.8343655570840236,BUY_TQQQ,-1.819336381075381
2026-03-10 00:00:00,607.004810276,49.318889744,50.232793226398236,-0.9139034823982328,-1.819336381075381,BUY_TQQQ,-1.8799683723828227
2026-03-11 00:00:00,606.924910997,49.26897184,50.212959599304284,-0.9439877593042851,-1.8799683723828227,BUY_TQQQ,-1.9267291373504043
2026-03-12 00:00:00,596.508042492,46.753109448,47.671612292280074,-0.9185028442800771,-1.9267291373504043,BUY_TQQQ,-2.0807223830436374
2026-03-13 00:00:00,592.972499395,45.854587165,46.82896798358274,-0.9743808185827447,-2.0807223830436374,BUY_TQQQ,-2.148863042280822
2026-03-16 00:00:00,599.624114375,47.382075046,48.4226106299342,-1.0405355839342008,-2.148863042280822,BUY_TQQQ,-2.1452980855287795
2026-03-17 00:00:00,602.55042547,48.08092571,49.13501831728493,-1.0540926072849288,-2.1452980855287795,BUY_TQQQ,-2.3019691460952805
2026-03-18 00:00:00,594.151013761,46.024308041,47.10873662318091,-1.0844285821809123,-2.3019691460952805,BUY_TQQQ,-2.247037408810173
2026-03-19 00:00:00,592.273380703,45.614981223,46.663528156957504,-1.0485469339575033,-2.247037408810173,BUY_TQQQ,-2.5259027887770467
2026-03-20 00:00:00,581.327179475,43.009266603,44.1237906618416,-1.114524058841603,-2.5259027887770467,BUY_TQQQ,-2.549051998269863
2026-03-23 00:00:00,588.0,44.49682016,45.66073606509195,-1.1639159050919545,-2.549051998269863,BUY_TQQQ,-2.643006836270827
2026-03-24 00:00:00,583.98,43.548379973,44.73061313609279,-1.1822331630927891,-2.643006836270827,BUY_TQQQ,-2.693659526409189
2026-03-25 00:00:00,587.82,44.39,45.618815571476105,-1.2288155714761047,-2.693659526409189,BUY_TQQQ,-2.8274768654132374
2026-03-26 00:00:00,573.79,41.23,42.42968965917994,-1.1996896591799455,-2.8274768654132374,BUY_TQQQ,-3.0285234189344807
2026-03-27 00:00:00,562.58,38.78,39.99114107289165,-1.2111410728916496,-3.0285234189344807,BUY_TQQQ,-3.047845207458195
2026-03-30 00:00:00,558.28,37.89,39.08113242152999,-1.1911324215299928,-3.047845207458195,BUY_TQQQ,-3.487634812314682
2026-03-31 00:00:00,577.18,41.68,43.18617611219649,-1.506176112196492,-3.487634812314682,BUY_TQQQ,-3.518432947911744
2026-04-01 00:00:00,584.31,43.23,44.80648617228727,-1.5764861722872752,-3.518432947911744,BUY_TQQQ,-3.6271495072798228
2026-04-02 00:00:00,584.98,43.33,44.96079526388302,-1.630795263883023,-3.6271495072798228,BUY_TQQQ,
