Date,Close,High,Low,Open,Volume,Returns,Log_Returns,MA_50,MA_200,Vol_20,Regime,Cumulative,Peak,Drawdown,Month,Year,DayOfWeek,Quarter,Overnight_Return,Intraday_Return
2010-03-02,0.2324291169643402,0.23744149829863362,0.2318088798495931,0.23307412778731917,48422400,0.006012383364593532,0.00599438110933434,,,,Unknown,1.1279942129570208,1.1279942129570208,0.0,3,2010,1,1,0.008804154394814967,-0.002767406357378044
2010-03-03,0.2337200790643692,0.23706895897559244,0.23146207988628717,0.2350348601611587,47961600,0.005554218494178809,0.005538850700434036,,,,Unknown,1.1342593392759535,1.1342593392759535,0.0,3,2010,2,1,0.011210915529220378,-0.005593983360119403
2010-03-04,0.23630009591579437,0.23662211150058188,0.23089137836683069,0.23453846537887701,29452800,0.01103891827246306,0.010978434126767753,,,,Unknown,1.1467803354219988,1.1467803354219988,0.0,3,2010,3,1,0.0035015661375092932,0.007511051690696435
2010-03-05,0.2467450350522995,0.24783686706968877,0.24004630929944532,0.24133633098945775,26880000,0.04420200971999266,0.04325296664290588,,,,Unknown,1.1974703309550183,1.1974703309550183,0.0,3,2010,4,1,0.021312877822351917,0.022411478788405104
2010-03-08,0.24806074798107147,0.24984712382220525,0.24696888771793515,0.24696888771793515,25344000,0.005332277216816506,0.005318110963271473,,,,Unknown,1.2038555747185835,1.2038555747185835,0.0,3,2010,0,1,0.0009072225732453809,0.00442104377286312
2010-03-09,0.25245201587677,0.2563220533998856,0.24649738030500676,0.24669554162706447,46425600,0.01770238915845579,0.017547526818825748,,,,Unknown,1.2251666945928283,1.2251666945928283,0.0,3,2010,1,1,-0.005503516235914829,0.02333432623767373
2010-03-10,0.25862956047058105,0.26016822795485073,0.2526253784033424,0.25279971718085514,40089600,0.02447017336089119,0.024175574911269218,,,,Unknown,1.2551467360055049,1.2551467360055049,0.0,3,2010,2,1,0.0013772966037826073,0.023061114762067625
2010-03-11,0.2610113322734833,0.2613838606190679,0.2553548925395699,0.25706698965710495,53913600,0.009209201757790275,0.009167055616553479,,,,Unknown,1.2667056355330115,1.2667056355330115,0.0,3,2010,3,1,-0.0060417332443861715,0.015343637164925594
2010-03-12,0.2616068720817566,0.2638896309238186,0.2586047812766019,0.2638896309238186,36134400,0.002281662650759131,0.0022790636112034,,,0.30155579234065977,Unknown,1.2695958304711132,1.2695958304711132,0.0,3,2010,4,1,0.01102748537875553,-0.008650430235059292
2010-03-15,0.25984519720077515,0.26163160144975806,0.2543126394972971,0.25986998510364984,42393600,-0.006734054296673397,-0.00675683034800636,,,0.30778972920596037,Unknown,1.2610463032138906,1.2695958304711132,-0.006734054296673443,3,2010,0,1,-0.006639301805359099,-9.538578633772055e-05
2010-03-16,0.26475855708122253,0.2655026485981037,0.25967186842310186,0.2624014627828797,46579200,0.01890879621165742,0.018732247007905895,,,0.292291690272972,Unknown,1.284891170774826,1.284891170774826,0.0,3,2010,1,1,0.009837647990581733,0.008982778805212588
2010-03-17,0.26659440994262695,0.2703653509469475,0.26438595849109503,0.26550257816713796,39820800,0.006934064309926047,0.006910134244056554,,,0.29158094236978443,Unknown,1.2938006887842348,1.2938006887842348,0.0,3,2010,2,1,0.002810187115830143,0.00411232080315882
2010-03-18,0.2692982852458954,0.2701424083110077,0.2657502652705432,0.26751188130894676,52185600,0.010142280567136952,0.010091192780311422,,,0.28971909114802025,Unknown,1.3069227783678397,1.3069227783678397,0.0,3,2010,3,1,0.0034414501283701604,0.006677848954624643
2010-03-19,0.2645346224308014,0.27225090141687125,0.26170689883869475,0.2645346224308014,40051200,-0.0176891687622307,-0.01784749195696322,,,0.3040263583147848,Unknown,1.2838044007820875,1.3069227783678397,-0.017689168762230735,3,2010,4,1,-0.0176891687622307,0.0
2010-03-22,0.27168017625808716,0.2748566053512704,0.26044066570920155,0.2614334311227535,58790400,0.027011790598997942,0.02665341150271792,,,0.30451264350656765,Unknown,1.3184822564260852,1.3184822564260852,0.0,3,2010,0,1,-0.011723196304329164,0.03919447138542265
2010-03-23,0.2773623466491699,0.2779578242483842,0.2692983556093429,0.2735408921552994,55334400,0.020914924560726522,0.020699210109118644,,,0.24331026140785184,Unknown,1.3460582133538932,1.3460582133538932,0.0,3,2010,1,1,0.006848920384403101,0.013970322549437864
2010-03-24,0.2734171152114868,0.27599809621538446,0.2716802861261568,0.2754026468415438,89241600,-0.014224106066831554,-0.014326238313591292,,,0.2537436698213964,Unknown,1.3269117385550175,1.3460582133538932,-0.01422410606683163,3,2010,2,1,-0.007065486109781527,-0.007209558995993959
